Date,HAHAHA1,HAHAHA2,HAHAHA3
2000-01-01,0.443467826451065,0.47336034536622,0.691022603307791
2000-01-02,0.860680566243992,0.528279503924104,0.894978993205148
2000-01-03,0.674148242221655,0.242623323465209,0.171994421445347
2000-01-04,0.630577193016235,0.120228816583929,0.470259222647183
2000-01-05,0.672341063836569,0.76610057450209,0.755305908664291
2000-01-06,0.532079135612481,0.320273653300326,0.538836534201236
2000-01-07,0.333368128370214,0.610674451043156,0.80678218578046
2000-01-08,0.119640911943384,0.944448428855486,0.851985768018512
2000-01-09,0.115393308363431,0.894974747584315,0.448328297153529
2000-01-10,0.687053002463881,0.198606487476456,0.168122258200425
2000-01-11,0.554284266521224,0.460108265952738,0.321931237305716
2000-01-12,0.623018901058449,0.572930428262078,0.63495864456923
2000-01-13,0.126466090768314,0.795224155431935,0.175231937769863
2000-01-14,0.699842740572208,0.347909142756371,0.634190820847979
2000-01-15,0.983512657425906,0.891990760727469,0.964948161252015
2000-01-16,0.46921531953059,0.727312558120941,0.429901345626062
2000-01-17,0.406686734196922,0.3640692468114,0.528969764638416
2000-01-18,0.815299175567828,0.549815421762937,0.749326004237918
2000-01-19,0.698593032706821,0.968670854719267,0.108572302245461
2000-01-20,0.190222001115673,0.153020132482442,0.370162263726678
2000-01-21,0.692692502961819,0.992008802144582,0.794599528421134
2000-01-22,0.299192285504375,0.266598739060507,0.853892392320836
2000-01-23,0.098823265039565,0.997096848009125,0.894401589162845
2000-01-24,0.374116711246119,0.022424541804594,0.004465404658069
2000-01-25,0.528988025440878,0.998414737892603,0.993988792990651
2000-01-26,0.66835268564061,0.66862595940418,0.401868657422745
2000-01-27,0.900013005840812,0.704140210880999,0.849459974473159
2000-01-28,0.952564101211656,0.486451467779619,0.650425056998071
2000-01-29,0.820006393819146,0.88761125983024,0.96475294207821
2000-01-30,0.363101951185476,0.566780542503417,0.833221394666263
2000-01-31,0.668326818361504,0.94128209871606,0.417509207575464
2000-02-01,0.269768705944846,0.555097660763731,0.840766732696588
2000-02-02,0.382077431424341,0.584201242095287,0.14201827498141
2000-02-03,0.018079643762431,0.410673637170352,0.792998259770274
2000-02-04,0.142368980211366,0.388368601712667,0.72451705593584
2000-02-05,0.660692158932275,0.831587507790941,0.88532093562798
2000-02-06,0.194355101624135,0.656582462313279,0.609119675614436
2000-02-07,0.959184161310518,0.944847409785019,0.426649378510619
2000-02-08,0.767261799267086,0.322364234255067,0.009740817976202
2000-02-09,0.034375259026607,0.523520329062504,0.297257414512548
2000-02-10,0.002042088747809,0.876647321992896,0.679731707440513
2000-02-11,0.238454109232234,0.965133620859333,0.581320704370921
2000-02-12,0.599344577923099,0.619451684037359,0.544977482924153
2000-02-13,0.949576839809439,0.48429336052497,0.72381950083944
2000-02-14,0.648675377871615,0.567756394233857,0.411664395953368
2000-02-15,0.696986905965357,0.429826481810665,0.887795648527624
2000-02-16,0.25545776952717,0.419042522661588,0.882824787252418
2000-02-17,0.656700087671428,0.878999132493981,0.542067481805675
2000-02-18,0.348396299842726,0.436982448254765,0.933063140091198
2000-02-19,0.90235269040032,0.130642237962625,0.508787681640855
2000-02-20,0.961894947582433,0.456634579428265,0.34623189103144
2000-02-21,0.105548564776333,0.802477780922535,0.140805788102619
2000-02-22,0.84546529932434,0.227848584892646,0.564328411184717
2000-02-23,0.547738636262904,0.686996570751894,0.255241218939292
2000-02-24,0.164439564131292,0.339177804188801,0.39026821797341
2000-02-25,0.501552216938514,0.809019747970143,0.302685999180862
2000-02-26,0.998218616402542,0.800712590886721,0.685618080319
2000-02-27,0.286103700903529,0.192414270386518,0.792125290243391
2000-02-28,0.042442467448896,0.996395469718023,0.06058144621235
2000-02-29,0.612961578762644,0.828139745225679,0.86203054110501
2000-03-01,0.607575642873248,0.467629499164222,0.616328650382665
2000-03-02,0.277919938402784,0.627591084380399,0.725132899257391
2000-03-03,0.903594846767236,0.227274632073301,0.100251978734685
2000-03-04,0.496086146245386,0.938078382100028,0.595401172292147
2000-03-05,0.293347910897417,0.830209425166632,0.25579271520803
2000-03-06,0.881192886755398,0.468343030870213,0.088556184300033
2000-03-07,0.852085670746317,0.115775474729634,0.620112744827748
2000-03-08,0.944671796943887,0.600612154386776,0.836634205636998
2000-03-09,0.716108819997525,0.592732204783468,0.585891326744331
2000-03-10,0.298911130047786,0.529590800643037,0.358733425067333
2000-03-11,0.532591652009735,0.598343905741309,0.377439483713962
2000-03-12,0.809842976713927,0.369433652831946,0.242852130256735
2000-03-13,0.350368110512905,0.839470426818277,0.686037558072433
2000-03-14,0.80348107892913,0.156141124897297,0.355707382157722
2000-03-15,0.764538508319935,0.992612096926289,0.072288988282029
2000-03-16,0.513357103929331,0.699802467365673,0.293267871880639
2000-03-17,0.688419853558971,0.57550735473775,0.982076632404285
2000-03-18,0.100949496786601,0.820285525418525,0.683535336116664
2000-03-19,0.557067979890313,0.70137964959413,0.596066959451602
2000-03-20,0.260813668807286,0.323849976550037,0.002708636141836
2000-03-21,0.54135604412247,0.143758669032265,0.293395119725075
2000-03-22,0.510674099620003,0.061719263448788,0.054883592847287
2000-03-23,0.444544577900811,0.353673135844419,0.280820355485899
2000-03-24,0.018831261131214,0.349879568734273,0.737660893681012
2000-03-25,0.98025555269727,0.790582119907555,0.195141324114131
2000-03-26,0.77201630846425,0.582063128628585,0.958428029100467
2000-03-27,0.649413658317307,0.194193130602888,0.311284996421267
2000-03-28,0.015895175494674,0.027464204925685,0.3173573527409
2000-03-29,0.696438679848348,0.425219263459091,0.590807581483247
2000-03-30,0.141280563772118,0.198090937557553,0.187303152793456
2000-03-31,0.459329021517499,0.048346451752369,0.453522389308229
2000-04-01,0.359216792031165,0.549366718849792,0.554684022446998
2000-04-02,0.902804152163823,0.245420544698111,0.090792539707501
2000-04-03,0.048091561712462,0.191869661139197,0.98137746543991
2000-04-04,0.714423825226017,0.53947619130019,0.354434052743473
2000-04-05,0.053256259182973,0.337608842291624,0.823699335155128
2000-04-06,0.456493620470849,0.923455422853818,0.137683276291835
2000-04-07,0.447275080040417,0.3711731959806,0.561025421606895
2000-04-08,0.585711333514367,0.17538074174535,0.079080706738796
2000-04-09,0.817134678076694,0.293973820332726,0.470923068582427
2000-04-10,0.342139170928561,0.278874723298493,0.052945919630122
2000-04-11,0.749611487685068,0.446238698053639,0.72333238130179
2000-04-12,0.744226146549433,0.475553920216252,0.489337471699462
2000-04-13,0.439800193522733,0.843156289144645,0.622301853306509
2000-04-14,0.245690272434105,0.542338712025022,0.808626024316391
2000-04-15,0.993734466600777,0.928739670405718,0.183313762133122
2000-04-16,0.759728765491247,0.053713827029378,0.589579978778269
2000-04-17,0.965650513976267,0.582842495701585,0.473398087598382
2000-04-18,0.391795811390604,0.46316725893193,0.170078096476458
2000-04-19,0.756911993861965,0.582976727487114,0.099563194023064
2000-04-20,0.325826487961059,0.525602099919879,0.148202298264896
2000-04-21,0.557848354905318,0.000129622635595,0.345430379037041
2000-04-22,0.046564672600123,0.018551712341693,0.126542534899234
2000-04-23,0.850378296029519,0.320243539765211,0.55107626408135
2000-04-24,0.046422404111118,0.526999969913883,0.251385356053645
2000-04-25,0.792541918464632,0.419141024599727,0.66396722981888
2000-04-26,0.769285984264371,0.666656753427964,0.290716111410427
2000-04-27,0.482103753155106,0.379527543000741,0.560710837414125
2000-04-28,0.936506260194018,0.141170198745647,0.073034361774446
2000-04-29,0.410176895317076,0.76490577257193,0.603791988863109
2000-04-30,0.367765004290228,0.205310007484343,0.053787334717115
2000-05-01,0.432056232933178,0.423906416139498,0.923359114640226
2000-05-02,0.390427834095977,0.065567975739019,0.074400451878893
2000-05-03,0.756417397164082,0.302893191039426,0.406716749599715
2000-05-04,0.637726854712605,0.150746315097651,0.634233139485176
2000-05-05,0.746275650689692,0.656508106466766,0.956857547518435
2000-05-06,0.159419680956267,0.317447036361532,0.962634999366024
2000-05-07,0.773191443803327,0.283651104957515,0.893485578180987
2000-05-08,0.055831295197084,0.04808549278608,0.915422242366878
2000-05-09,0.411939158204513,0.970148460361329,0.494586747815952
2000-05-10,0.919155997257575,0.169649702632085,0.203505519784007
2000-05-11,0.636543287587952,0.576590563408605,0.389681015914793
2000-05-12,0.065588311124983,0.741240271468212,0.076795872530113
2000-05-13,0.643641486698767,0.548359141642631,0.403435855808995
2000-05-14,0.372268301508345,0.083407470171341,0.237809157825151
2000-05-15,0.55381369602873,0.432303173746015,0.722300376888014
2000-05-16,0.558261691214969,0.460435094299791,0.904084784694514
2000-05-17,0.496673072784819,0.105360450464378,0.085326482426154
2000-05-18,0.976821555554869,0.822628231894104,0.337907259214856
2000-05-19,0.011900405279805,0.363313075679172,0.244172931011692
2000-05-20,0.782397493313467,0.393190873057768,0.508535476949163
2000-05-21,0.261054692212303,0.019229977330607,0.091661367688986
2000-05-22,0.826947984383544,0.852483444258221,0.360992760647598
2000-05-23,0.481821418613944,0.586082576780607,0.392724158873321
2000-05-24,0.47989077995878,0.50695753083432,0.429685178311317
2000-05-25,0.846000125271034,0.267059806689369,0.910735981870941
2000-05-26,0.024704878391908,0.081130762444244,0.472694093162904
2000-05-27,0.108935659195552,0.844685848684788,0.450954221502058
2000-05-28,0.161234945509327,0.210140136372704,0.218360903800862
2000-05-29,0.246382058272638,0.932486925142314,0.508158078235028
2000-05-30,0.650891976213492,0.27870437801006,0.334761359427839
2000-05-31,0.257473835789082,0.729620049596477,0.01310962903947
2000-06-01,0.849136526487279,0.621458362010313,0.661103784186704
2000-06-02,0.305688075055157,0.631851613514895,0.020912300395422
2000-06-03,0.921474460582342,0.893614055406461,0.334274588504656
2000-06-04,0.66509734494555,0.935018620784185,0.131097525760923
2000-06-05,0.37191691099702,0.936288215501072,0.365982758259298
2000-06-06,0.010250021269224,0.300606894977051,0.802773456546567
2000-06-07,0.546722081402066,0.222705647539444,0.091885569557152
2000-06-08,0.592436584299137,0.284967574530524,0.234113339775789
2000-06-09,0.638722277636462,0.068856878231007,0.734522558024613
2000-06-10,0.471788186523316,0.779341941998002,0.177093785468408
2000-06-11,0.527883188270979,0.295064125668269,0.554087668214532
2000-06-12,0.681846978983245,0.789641712173574,0.024292423471751
2000-06-13,0.93125880783785,0.011922116166382,0.254668217603247
2000-06-14,0.649325141101321,0.504997027280797,0.321517509513126
2000-06-15,0.286609973394517,0.797677618179112,0.075792617375602
2000-06-16,0.924526851472956,0.737036434901003,0.411106698962496
2000-06-17,0.435261046546766,0.662687979070789,0.877263550518612
2000-06-18,0.224466418816113,0.559389712750132,0.58077753107218
2000-06-19,0.115522317695141,0.086644379581111,0.67691815890692
2000-06-20,0.306838901880917,0.052124677219298,0.257430089214122
2000-06-21,0.771062760068292,0.472190477870302,0.084647139302373
2000-06-22,0.600110825039813,0.556738149713099,0.767269409138347
2000-06-23,0.33431654670495,0.225289513334543,0.109807169479251
2000-06-24,0.279394375836869,0.259117257478552,0.316224118578055
2000-06-25,0.500708702269142,0.769994374502848,0.676611051538272
2000-06-26,0.964428526499107,0.601861059286235,0.525654728426131
2000-06-27,0.895569496160684,0.377146035031883,0.017272549154192
2000-06-28,0.065737434973399,0.100097724002116,0.054274688643669
2000-06-29,0.020456362372323,0.543753046991236,0.121564730506774
2000-06-30,0.798008582772843,0.036755476600622,0.850887902696775
2000-07-01,0.649030131869692,0.561659366396491,0.993364410599743
2000-07-02,0.28318181560406,0.603835554577149,0.641001721626698
2000-07-03,0.266401233996016,0.459370922137085,0.949216579154606
2000-07-04,0.102904238726097,0.685644436253197,0.087536411840242
2000-07-05,0.682437816215425,0.612777211066343,0.331855745960958
2000-07-06,0.068702979729817,0.713810378575823,0.177443645435461
2000-07-07,0.112329996678078,0.326158229207436,0.17043778968382
2000-07-08,0.971944256826663,0.002007221051169,0.3347902306837
2000-07-09,0.39116578070432,0.596131770942758,0.667277150277281
2000-07-10,0.722494852129264,0.637805680905621,0.473228768051826
2000-07-11,0.583124766344728,0.314987166142415,0.869189224160226
2000-07-12,0.355875649871554,0.765532470997485,0.684409764915174
2000-07-13,0.198277745665768,0.119274936562728,0.30586844898897
2000-07-14,0.157219484458516,0.118565742038412,0.342685877640323
2000-07-15,0.032176389943801,0.913638014249432,0.561104412849016
2000-07-16,0.231813527511797,0.154955397557627,0.36673269114435
2000-07-17,0.134950047694628,0.654141967043854,0.81226303762454
2000-07-18,0.864574030277482,0.436644115608382,0.238681380248562
2000-07-19,0.913760374597358,0.757573166310402,0.617173503553178
2000-07-20,0.937920980783855,0.560107176910319,0.251053764660738
2000-07-21,0.741003701927683,0.571650399759859,0.18126074845936
2000-07-22,0.107845368959216,0.134694679000777,0.442129150597424
2000-07-23,0.26524864897328,0.092408874534046,0.314045641668856
2000-07-24,0.893718074936684,0.881488876447118,0.284807766349803
2000-07-25,0.621650670389217,0.92174079091291,0.733729422510859
2000-07-26,0.943395466454764,0.536302789993352,0.449825203203056
2000-07-27,0.309322508897158,0.541215670133885,0.462624722928157
2000-07-28,0.168762754540779,0.472315446447895,0.660372720735671
2000-07-29,0.197310753293032,0.244746998376235,0.019765377467453
2000-07-30,0.764208830492198,0.271077072383572,0.327347774424671
2000-07-31,0.463219549328433,0.414977972793222,0.970795601883523
2000-08-01,0.17586892288851,0.957451338500568,0.695278341846255
2000-08-02,0.747058913561533,0.456115548250487,0.067368842103634
2000-08-03,0.318118981397434,0.102593449141579,0.474039604113527
2000-08-04,0.642408640313504,0.517886948813681,0.3388413135935
2000-08-05,0.618451126650101,0.207094725442895,0.293986630379331
2000-08-06,0.213125704579393,0.910896612869353,0.024674899667975
2000-08-07,0.02742843834253,0.56667777326077,0.371695458119054
2000-08-08,0.85943603457419,0.152220323473432,0.169849738182874
2000-08-09,0.065682618333926,0.289635267089489,0.012313333967756
2000-08-10,0.38023967247296,0.734731630135052,0.207398022414389
2000-08-11,0.479699400459841,0.190291681327896,0.461016647421587
2000-08-12,0.495703887129105,0.365641875098375,0.444074002894474
2000-08-13,0.916139651818339,0.365408874765308,0.378628291481596
2000-08-14,0.84202045536492,0.608476380669045,0.107949961219811
2000-08-15,0.765254229649464,0.084098264760751,0.922203823341077
2000-08-16,0.913623325014723,0.625500416191938,0.457691589492609
2000-08-17,0.005377729184278,0.521013164871707,0.851843934910364
2000-08-18,0.656842040693125,0.767177206501585,0.608623184843391
2000-08-19,0.900105673576243,0.177441328486828,0.671555548682184
2000-08-20,0.913628923588867,0.720902583479262,0.310675553715343
2000-08-21,0.550959406198214,0.49977269090903,0.118592403590658
2000-08-22,0.914276743655367,0.610157807147101,0.907007114738405
2000-08-23,0.494053213821893,0.841026031047716,0.071358013522909
2000-08-24,0.06210603786479,0.910118379355501,0.010034825911664
2000-08-25,0.389719501167802,0.476354741647047,0.345463396762762
2000-08-26,0.415890417186775,0.142884699078243,0.391897662622001
2000-08-27,0.752497951247875,0.565658835365528,0.702400539735621
2000-08-28,0.622655090769058,0.059353305868559,0.804104014120233
2000-08-29,0.788249755664471,0.145733552000062,0.860200562062233
2000-08-30,0.658465711056849,0.4295948406777,0.747376108091797
2000-08-31,0.52847300306297,0.851560461358385,0.903028405371854
